일자,시간,권역,전력거래량
2023-01-01,19:00:00,중부,3.7640797
2023-01-01,20:00:00,중부,3.8190452
2023-01-01,21:00:00,중부,3.9235861
2023-01-01,22:00:00,중부,3.7692495999999998
2023-01-01,23:00:00,중부,3.9557378
2023-01-02,00:00:00,중부,4.050027999999999
2023-01-01,01:00:00,남부,446.63635370000003
2023-01-01,02:00:00,남부,446.5548143
2023-01-01,03:00:00,남부,446.50595080000005
2023-01-01,04:00:00,남부,446.57087659999996
2023-01-01,05:00:00,남부,446.6742403
2023-01-01,06:00:00,남부,446.5524963
2023-01-01,07:00:00,남부,446.46582440000003
2023-01-01,08:00:00,남부,446.48226860000005
2023-01-01,09:00:00,남부,447.29088629999995
2023-01-01,10:00:00,남부,449.4510539
2023-01-01,11:00:00,남부,451.60154
2023-01-01,12:00:00,남부,452.61961709999997
2023-01-01,13:00:00,남부,452.811456
2023-01-01,14:00:00,남부,451.6233883
2023-01-01,15:00:00,남부,449.79476050000005
2023-01-01,16:00:00,남부,448.59280019999994
2023-01-01,17:00:00,남부,447.61988469999994
2023-01-01,18:00:00,남부,446.891492
2023-01-01,19:00:00,남부,446.76692999999995
2023-01-01,20:00:00,남부,446.71015159999996
2023-01-01,21:00:00,남부,446.6028529
2023-01-01,22:00:00,남부,446.48144410000003
2023-01-01,23:00:00,남부,446.5797574
2023-01-02,00:00:00,남부,446.8400544
2023-01-02,01:00:00,동부,312.8887067
2023-01-02,02:00:00,동부,302.881459
2023-01-02,03:00:00,동부,300.4128678
2023-01-02,04:00:00,동부,329.2645078
2023-01-02,05:00:00,동부,313.0280155
2023-01-02,06:00:00,동부,297.757381
2023-01-02,07:00:00,동부,324.2055965
2023-01-02,08:00:00,동부,334.6939674
2023-01-02,09:00:00,동부,358.1386824
2023-01-02,10:00:00,동부,384.0453004
2023-01-02,11:00:00,동부,400.82139229999996
2023-01-02,12:00:00,동부,411.06214140000003
2023-01-02,13:00:00,동부,389.5356223
2023-01-02,14:00:00,동부,422.78484790000005
2023-01-02,15:00:00,동부,417.35457729999996
2023-01-02,16:00:00,동부,418.9312302
2023-01-02,17:00:00,동부,432.69255919999995
2023-01-02,18:00:00,동부,422.1569525
2023-01-02,19:00:00,동부,402.328595
2023-01-02,20:00:00,동부,384.7107496
2023-01-02,21:00:00,동부,362.4307222
2023-01-02,22:00:00,동부,349.1865166
2023-01-02,23:00:00,동부,351.1521083
2023-01-03,00:00:00,동부,349.2702066
2023-01-02,01:00:00,수도권,46.3060216
2023-01-02,02:00:00,수도권,46.4064616
2023-01-02,03:00:00,수도권,46.3593459
2023-01-02,04:00:00,수도권,46.3432899
2023-01-02,05:00:00,수도권,46.4702155
2023-01-02,06:00:00,수도권,46.4803924
2023-01-02,07:00:00,수도권,46.485930100000004
2023-01-02,08:00:00,수도권,46.4150474
2023-01-02,09:00:00,수도권,46.499622599999995
2023-01-02,10:00:00,수도권,46.6951124
2023-01-02,11:00:00,수도권,46.5961493
2023-01-02,12:00:00,수도권,46.4324016
2023-01-02,13:00:00,수도권,46.3288435
2023-01-02,14:00:00,수도권,46.3715419
2023-01-02,15:00:00,수도권,46.4395851
2023-01-02,16:00:00,수도권,46.6991069
2023-01-02,17:00:00,수도권,46.5649638
2023-01-02,18:00:00,수도권,46.5549309
2023-01-02,19:00:00,수도권,46.6499829
2023-01-02,20:00:00,수도권,46.8009119
2023-01-02,21:00:00,수도권,46.682635399999995
2023-01-02,22:00:00,수도권,46.7258311
2023-01-02,23:00:00,수도권,46.7055862
2023-01-03,00:00:00,수도권,46.7452422
2023-01-02,01:00:00,중부,4.1214256
2023-01-02,02:00:00,중부,4.0022152
2023-01-02,03:00:00,중부,3.8875368000000003
2023-01-02,04:00:00,중부,3.8211095999999998
2023-01-02,05:00:00,중부,3.9867368
2023-01-02,06:00:00,중부,4.3840075
2023-01-02,07:00:00,중부,4.2101479
2023-01-02,08:00:00,중부,4.8777948
2023-01-02,09:00:00,중부,4.9783642
2023-01-02,10:00:00,중부,5.0985214
2023-01-02,11:00:00,중부,5.335362099999999
2023-01-02,12:00:00,중부,5.4561054
2023-01-02,13:00:00,중부,5.276536200000001
2023-01-02,14:00:00,중부,6.0273133
2023-01-02,15:00:00,중부,6.2935479
2023-01-02,16:00:00,중부,6.4882627
2023-01-02,17:00:00,중부,6.2561207
2023-01-02,18:00:00,중부,6.2278469
2023-01-02,19:00:00,중부,6.3623574
2023-01-02,20:00:00,중부,6.3100513
2023-01-02,21:00:00,중부,6.3478756
2023-01-02,22:00:00,중부,6.4084229
2023-01-02,23:00:00,중부,6.035843
2023-01-03,00:00:00,중부,6.0012007
2023-01-02,01:00:00,남부,446.5206475
2023-01-02,02:00:00,남부,446.36475559999997
2023-01-02,03:00:00,남부,446.311067
2023-01-02,04:00:00,남부,446.4066486
2023-01-02,05:00:00,남부,446.3397474
2023-01-02,06:00:00,남부,452.0073655
2023-01-02,07:00:00,남부,458.75442080000005
2023-01-02,08:00:00,남부,460.072675
2023-01-02,09:00:00,남부,488.5321285
2023-01-02,10:00:00,남부,526.6400575
2023-01-02,11:00:00,남부,500.1090877
2023-01-02,12:00:00,남부,489.28248219999995
2023-01-02,13:00:00,남부,489.47668009999995
2023-01-02,14:00:00,남부,490.48086759999995
2023-01-02,15:00:00,남부,489.9919983
2023-01-02,16:00:00,남부,490.20352110000005
2023-01-02,17:00:00,남부,508.3813045
2023-01-02,18:00:00,남부,524.3236082999999
2023-01-02,19:00:00,남부,524.1001239
2023-01-02,20:00:00,남부,512.5905423
2023-01-02,21:00:00,남부,485.30919729999994
2023-01-02,22:00:00,남부,485.20561399999997
2023-01-02,23:00:00,남부,470.2803536
2023-01-03,00:00:00,남부,446.8030283
2023-01-03,01:00:00,동부,340.96255890000003
2023-01-03,02:00:00,동부,311.5799281
2023-01-03,03:00:00,동부,311.85103680000003
2023-01-03,04:00:00,동부,312.0254221
2023-01-03,05:00:00,동부,312.53141139999997
2023-01-03,06:00:00,동부,311.7878507
2023-01-03,07:00:00,동부,319.1029664
2023-01-03,08:00:00,동부,335.3008958
2023-01-03,09:00:00,동부,359.7397206
2023-01-03,10:00:00,동부,398.0253599
2023-01-03,11:00:00,동부,403.5868563
2023-01-03,12:00:00,동부,407.54320659999996
2023-01-03,13:00:00,동부,381.5774292
2023-01-03,14:00:00,동부,390.6291929
2023-01-03,15:00:00,동부,394.6612669
2023-01-03,16:00:00,동부,403.9008836
2023-01-03,17:00:00,동부,402.5871078
2023-01-03,18:00:00,동부,422.1719553
2023-01-03,19:00:00,동부,448.03972409999994
2023-01-03,20:00:00,동부,456.08673680000004
2023-01-03,21:00:00,동부,451.3467823
2023-01-03,22:00:00,동부,418.0494181
2023-01-03,23:00:00,동부,414.5386717
2023-01-04,00:00:00,동부,419.9714751
2023-01-03,01:00:00,수도권,46.959804500000004
2023-01-03,02:00:00,수도권,46.9869496
2023-01-03,03:00:00,수도권,47.3883734
2023-01-03,04:00:00,수도권,47.5054025
2023-01-03,05:00:00,수도권,47.7491976
2023-01-03,06:00:00,수도권,47.548713
2023-01-03,07:00:00,수도권,47.463261
2023-01-03,08:00:00,수도권,47.340674
2023-01-03,09:00:00,수도권,47.466241100000005
2023-01-03,10:00:00,수도권,47.4701455
2023-01-03,11:00:00,수도권,47.3640906
2023-01-03,12:00:00,수도권,47.482648999999995
2023-01-03,13:00:00,수도권,47.1269369
2023-01-03,14:00:00,수도권,47.0686961
2023-01-03,15:00:00,수도권,48.1230771
2023-01-03,16:00:00,수도권,52.697322
2023-01-03,17:00:00,수도권,65.6216726
2023-01-03,18:00:00,수도권,79.19058509999999
2023-01-03,19:00:00,수도권,81.152749
2023-01-03,20:00:00,수도권,77.503928
2023-01-03,21:00:00,수도권,75.4059154
2023-01-03,22:00:00,수도권,75.5261205
2023-01-03,23:00:00,수도권,75.68148740000001
2023-01-04,00:00:00,수도권,75.7437647
2023-01-03,01:00:00,중부,6.2187367
2023-01-03,02:00:00,중부,6.0300629
2023-01-03,03:00:00,중부,5.696732
2023-01-03,04:00:00,중부,5.7341993
2023-01-03,05:00:00,중부,5.9273064
2023-01-03,06:00:00,중부,5.9251351
2023-01-03,07:00:00,중부,5.7782729
2023-01-03,08:00:00,중부,6.2187052000000005
2023-01-03,09:00:00,중부,5.9142841
2023-01-03,10:00:00,중부,6.219385
2023-01-03,11:00:00,중부,6.2222107
2023-01-03,12:00:00,중부,6.302125800000001
2023-01-03,13:00:00,중부,6.3144416
2023-01-03,14:00:00,중부,6.176724
2023-01-03,15:00:00,중부,6.2594287
2023-01-03,16:00:00,중부,6.05672
2023-01-03,17:00:00,중부,6.1047536000000004
2023-01-03,18:00:00,중부,5.7762918999999995
2023-01-03,19:00:00,중부,6.0646046
2023-01-03,20:00:00,중부,6.3669643
2023-01-03,21:00:00,중부,6.4100901
2023-01-03,22:00:00,중부,6.608563599999999
2023-01-03,23:00:00,중부,6.367520799999999
2023-01-04,00:00:00,중부,6.1132959
2023-01-03,01:00:00,남부,446.2243978
2023-01-03,02:00:00,남부,446.09993169999996
2023-01-03,03:00:00,남부,446.18401389999997
2023-01-03,04:00:00,남부,446.012911
2023-01-03,05:00:00,남부,446.0834519
2023-01-03,06:00:00,남부,445.912802
2023-01-03,07:00:00,남부,448.08165360000004
2023-01-03,08:00:00,남부,473.7241999
2023-01-03,09:00:00,남부,527.7516214
2023-01-03,10:00:00,남부,527.6805242
2023-01-03,11:00:00,남부,527.0515886000001
2023-01-03,12:00:00,남부,528.0833648
2023-01-03,13:00:00,남부,528.7213507
2023-01-03,14:00:00,남부,530.0021536
2023-01-03,15:00:00,남부,529.2932578
2023-01-03,16:00:00,남부,527.8759074
2023-01-03,17:00:00,남부,525.505483
2023-01-03,18:00:00,남부,524.312499
2023-01-03,19:00:00,남부,501.6695366
2023-01-03,20:00:00,남부,485.1751537
2023-01-03,21:00:00,남부,485.1774079
2023-01-03,22:00:00,남부,484.96018599999996
2023-01-03,23:00:00,남부,484.9808569
2023-01-04,00:00:00,남부,481.65845479999996
2023-01-04,01:00:00,동부,411.7993215
2023-01-04,02:00:00,동부,410.75047340000003
2023-01-04,03:00:00,동부,411.8960131
2023-01-04,04:00:00,동부,411.1291135
2023-01-04,05:00:00,동부,415.70573249999995
2023-01-04,06:00:00,동부,416.5261408
2023-01-04,07:00:00,동부,419.1743
2023-01-04,08:00:00,동부,424.5958439
2023-01-04,09:00:00,동부,440.0545376
2023-01-04,10:00:00,동부,445.1516725
2023-01-04,11:00:00,동부,448.5401113
2023-01-04,12:00:00,동부,463.2582072
2023-01-04,13:00:00,동부,449.3006511
2023-01-04,14:00:00,동부,462.3874708
2023-01-04,15:00:00,동부,465.92747710000003
2023-01-04,16:00:00,동부,494.4763212
2023-01-04,17:00:00,동부,533.278757
2023-01-04,18:00:00,동부,542.1182044999999
2023-01-04,19:00:00,동부,542.2260411
2023-01-04,20:00:00,동부,536.6032219
2023-01-04,21:00:00,동부,527.9852595
2023-01-04,22:00:00,동부,493.59424520000005
2023-01-04,23:00:00,동부,492.656984
2023-01-05,00:00:00,동부,499.91164769999995
2023-01-04,01:00:00,수도권,75.8367645
2023-01-04,02:00:00,수도권,75.96782540000001
2023-01-04,03:00:00,수도권,75.9056559
2023-01-04,04:00:00,수도권,75.8898748
2023-01-04,05:00:00,수도권,75.9120966
2023-01-04,06:00:00,수도권,75.8923728
2023-01-04,07:00:00,수도권,75.8253133
2023-01-04,08:00:00,수도권,75.9207143
2023-01-04,09:00:00,수도권,76.2414015
2023-01-04,10:00:00,수도권,76.52929830000001
2023-01-04,11:00:00,수도권,76.2302831
2023-01-04,12:00:00,수도권,76.2042002
2023-01-04,13:00:00,수도권,75.9392685
2023-01-04,14:00:00,수도권,75.5356983
2023-01-04,15:00:00,수도권,75.40219909999999
2023-01-04,16:00:00,수도권,75.3207227
2023-01-04,17:00:00,수도권,75.0986766
2023-01-04,18:00:00,수도권,75.0791236
2023-01-04,19:00:00,수도권,75.1326361
2023-01-04,20:00:00,수도권,75.16961330000001
2023-01-04,21:00:00,수도권,75.1449177
2023-01-04,22:00:00,수도권,75.1811136
2023-01-04,23:00:00,수도권,75.2458659
2023-01-05,00:00:00,수도권,75.2624667
2023-01-04,01:00:00,중부,6.1594209
2023-01-04,02:00:00,중부,5.9200684
2023-01-04,03:00:00,중부,6.0117479000000005
2023-01-04,04:00:00,중부,5.9983567
2023-01-04,05:00:00,중부,6.3016909
2023-01-04,06:00:00,중부,6.1314234999999995
2023-01-04,07:00:00,중부,6.7282192
2023-01-04,08:00:00,중부,7.4350211999999996
2023-01-04,09:00:00,중부,6.5865089
2023-01-04,10:00:00,중부,6.6032158999999995
2023-01-04,11:00:00,중부,6.8899669
2023-01-04,12:00:00,중부,7.3593103
2023-01-04,13:00:00,중부,7.2865628000000005
2023-01-04,14:00:00,중부,6.9513458
2023-01-04,15:00:00,중부,6.500519
2023-01-04,16:00:00,중부,5.7935038
2023-01-04,17:00:00,중부,5.7264781
2023-01-04,18:00:00,중부,6.2161495
2023-01-04,19:00:00,중부,5.9483796
2023-01-04,20:00:00,중부,6.4480389
2023-01-04,21:00:00,중부,7.0615928
2023-01-04,22:00:00,중부,7.695134
2023-01-04,23:00:00,중부,7.1368901
2023-01-05,00:00:00,중부,6.964976299999999
2023-01-04,01:00:00,남부,445.5320423
2023-01-04,02:00:00,남부,445.5520862
2023-01-04,03:00:00,남부,445.61808060000004
2023-01-04,04:00:00,남부,445.54053489999995
2023-01-04,05:00:00,남부,445.5060386
2023-01-04,06:00:00,남부,445.37220289999993
2023-01-04,07:00:00,남부,448.1389495
2023-01-04,08:00:00,남부,480.9108494
2023-01-04,09:00:00,남부,543.0039351
2023-01-04,10:00:00,남부,530.5877789
2023-01-04,11:00:00,남부,521.3259787
2023-01-04,12:00:00,남부,491.88077970000006
2023-01-04,13:00:00,남부,492.43208020000003
2023-01-04,14:00:00,남부,492.224705
2023-01-04,15:00:00,남부,491.3983726
2023-01-04,16:00:00,남부,494.9579665
2023-01-04,17:00:00,남부,514.1483623
2023-01-04,18:00:00,남부,530.5949813
2023-01-04,19:00:00,남부,524.2786856
2023-01-04,20:00:00,남부,524.1102045
2023-01-04,21:00:00,남부,490.24118269999997
2023-01-04,22:00:00,남부,457.36875200000003
2023-01-04,23:00:00,남부,446.1543079
2023-01-05,00:00:00,남부,446.7165873
2023-01-05,01:00:00,동부,487.0112882
2023-01-05,02:00:00,동부,455.4529668
2023-01-05,03:00:00,동부,453.27312629999994
2023-01-05,04:00:00,동부,451.1717843
2023-01-05,05:00:00,동부,449.69137609999996
2023-01-05,06:00:00,동부,449.0196668
2023-01-05,07:00:00,동부,462.4799137
2023-01-05,08:00:00,동부,467.72844480000003
2023-01-05,09:00:00,동부,501.37766469999997
2023-01-05,10:00:00,동부,516.0804174
2023-01-05,11:00:00,동부,523.9119405
2023-01-05,12:00:00,동부,516.3117545
2023-01-05,13:00:00,동부,485.92504499999995
2023-01-05,14:00:00,동부,494.51980560000004
2023-01-05,15:00:00,동부,492.18435470000003
2023-01-05,16:00:00,동부,500.7823386
2023-01-05,17:00:00,동부,526.6813152
2023-01-05,18:00:00,동부,526.6270703
2023-01-05,19:00:00,동부,501.5226506
2023-01-05,20:00:00,동부,501.6704003
2023-01-05,21:00:00,동부,494.3471358
2023-01-05,22:00:00,동부,481.1896382
2023-01-05,23:00:00,동부,480.8759459
2023-01-06,00:00:00,동부,531.0644052
2023-01-05,01:00:00,수도권,75.3463286
2023-01-05,02:00:00,수도권,75.3814271
2023-01-05,03:00:00,수도권,75.39358580000001
2023-01-05,04:00:00,수도권,75.3270383
2023-01-05,05:00:00,수도권,75.23376970000001
2023-01-05,06:00:00,수도권,75.2085903
2023-01-05,07:00:00,수도권,77.74737
2023-01-05,08:00:00,수도권,78.0856497
2023-01-05,09:00:00,수도권,80.3663871
2023-01-05,10:00:00,수도권,81.8062258
2023-01-05,11:00:00,수도권,80.3609926
2023-01-05,12:00:00,수도권,75.397964
2023-01-05,13:00:00,수도권,75.5027387
2023-01-05,14:00:00,수도권,75.5959562
2023-01-05,15:00:00,수도권,75.9547771
2023-01-05,16:00:00,수도권,71.65271870000001
2023-01-05,17:00:00,수도권,71.1208421
2023-01-05,18:00:00,수도권,70.9472596
2023-01-05,19:00:00,수도권,70.9140098
2023-01-05,20:00:00,수도권,70.8371983
2023-01-05,21:00:00,수도권,70.7312081
2023-01-05,22:00:00,수도권,70.7839855
2023-01-05,23:00:00,수도권,70.84930510000001
2023-01-06,00:00:00,수도권,62.0598299
2023-01-05,01:00:00,중부,5.7408331
2023-01-05,02:00:00,중부,5.4838603
2023-01-05,03:00:00,중부,5.297377
2023-01-05,04:00:00,중부,5.1210657
2023-01-05,05:00:00,중부,5.1741041
2023-01-05,06:00:00,중부,5.2666821
2023-01-05,07:00:00,중부,5.256069699999999
2023-01-05,08:00:00,중부,5.0962447
2023-01-05,09:00:00,중부,5.3570636
2023-01-05,10:00:00,중부,5.2137931
2023-01-05,11:00:00,중부,5.2483842
2023-01-05,12:00:00,중부,5.4968718
2023-01-05,13:00:00,중부,5.7659892
2023-01-05,14:00:00,중부,5.7312486
2023-01-05,15:00:00,중부,5.687052400000001
2023-01-05,16:00:00,중부,5.4510885
2023-01-05,17:00:00,중부,5.1361509
2023-01-05,18:00:00,중부,5.1428096
2023-01-05,19:00:00,중부,4.9898910999999995
2023-01-05,20:00:00,중부,5.0427303000000006
2023-01-05,21:00:00,중부,4.9648173
2023-01-05,22:00:00,중부,5.0189335
2023-01-05,23:00:00,중부,5.1313749
2023-01-06,00:00:00,중부,5.6430665
2023-01-05,01:00:00,남부,446.115186
2023-01-05,02:00:00,남부,446.03435099999996
2023-01-05,03:00:00,남부,445.9739053
2023-01-05,04:00:00,남부,445.9333804
2023-01-05,05:00:00,남부,445.9764677
2023-01-05,06:00:00,남부,446.52620690000003
2023-01-05,07:00:00,남부,463.6844757
2023-01-05,08:00:00,남부,514.1630356
2023-01-05,09:00:00,남부,526.7088249000001
2023-01-05,10:00:00,남부,527.6741476999999
2023-01-05,11:00:00,남부,529.3915779
2023-01-05,12:00:00,남부,526.6473896
2023-01-05,13:00:00,남부,506.52452830000004
2023-01-05,14:00:00,남부,491.20808370000003
2023-01-05,15:00:00,남부,489.9436783
2023-01-05,16:00:00,남부,488.48689249999995
2023-01-05,17:00:00,남부,486.5122913
2023-01-05,18:00:00,남부,485.67598280000004
2023-01-05,19:00:00,남부,485.6532303
2023-01-05,20:00:00,남부,485.82510169999995
2023-01-05,21:00:00,남부,485.85237859999995
2023-01-05,22:00:00,남부,458.27028140000004
2023-01-05,23:00:00,남부,446.6269105
2023-01-06,00:00:00,남부,446.5775424
2023-01-06,01:00:00,동부,525.1206199000001
2023-01-06,02:00:00,동부,475.9793858
2023-01-06,03:00:00,동부,462.92130260000005
2023-01-06,04:00:00,동부,450.30151109999997
2023-01-06,05:00:00,동부,423.8707904
2023-01-06,06:00:00,동부,408.38693750000004
2023-01-06,07:00:00,동부,393.2459355
2023-01-06,08:00:00,동부,384.5115397
2023-01-06,09:00:00,동부,407.5888287
2023-01-06,10:00:00,동부,407.82017329999996
2023-01-06,11:00:00,동부,403.8428305
2023-01-06,12:00:00,동부,383.2281361
2023-01-06,13:00:00,동부,350.3362368
2023-01-06,14:00:00,동부,350.3374698
2023-01-06,15:00:00,동부,369.138822
2023-01-06,16:00:00,동부,361.1790902
2023-01-06,17:00:00,동부,389.9899242
2023-01-06,18:00:00,동부,416.0919244
2023-01-06,19:00:00,동부,429.44712499999997
2023-01-06,20:00:00,동부,437.0947884
2023-01-06,21:00:00,동부,418.6084828
2023-01-06,22:00:00,동부,377.6692018
2023-01-06,23:00:00,동부,377.3779487
2023-01-07,00:00:00,동부,382.7253377
2023-01-06,01:00:00,수도권,42.9444877
2023-01-06,02:00:00,수도권,42.923988200000004
2023-01-06,03:00:00,수도권,42.913112999999996
2023-01-06,04:00:00,수도권,42.924557
2023-01-06,05:00:00,수도권,42.9941174
2023-01-06,06:00:00,수도권,43.035910200000004
2023-01-06,07:00:00,수도권,43.0074409
2023-01-06,08:00:00,수도권,43.0780164
2023-01-06,09:00:00,수도권,43.027211
2023-01-06,10:00:00,수도권,48.5859354
2023-01-06,11:00:00,수도권,49.4107052
2023-01-06,12:00:00,수도권,49.4918325
2023-01-06,13:00:00,수도권,49.2665617
2023-01-06,14:00:00,수도권,49.0618571
2023-01-06,15:00:00,수도권,48.9196319
2023-01-06,16:00:00,수도권,48.5372869
2023-01-06,17:00:00,수도권,48.1591876
2023-01-06,18:00:00,수도권,48.1365074
2023-01-06,19:00:00,수도권,48.2923834
2023-01-06,20:00:00,수도권,48.4305249
2023-01-06,21:00:00,수도권,48.516918700000005
2023-01-06,22:00:00,수도권,48.6548251
2023-01-06,23:00:00,수도권,48.6557264
2023-01-07,00:00:00,수도권,48.8125861
2023-01-06,01:00:00,중부,5.5450541
2023-01-06,02:00:00,중부,5.518519899999999
2023-01-06,03:00:00,중부,5.614717199999999
2023-01-06,04:00:00,중부,5.473775
2023-01-06,05:00:00,중부,5.4602656000000005
2023-01-06,06:00:00,중부,5.393897900000001
2023-01-06,07:00:00,중부,5.5034882000000005
2023-01-06,08:00:00,중부,5.2667729
2023-01-06,09:00:00,중부,5.3901956
2023-01-06,10:00:00,중부,5.5531181
2023-01-06,11:00:00,중부,5.3810437
2023-01-06,12:00:00,중부,5.6821945
2023-01-06,13:00:00,중부,5.8391272999999995
2023-01-06,14:00:00,중부,5.632145700000001
2023-01-06,15:00:00,중부,5.2338685
2023-01-06,16:00:00,중부,4.9485875
2023-01-06,17:00:00,중부,4.6443594
2023-01-06,18:00:00,중부,4.8195822
2023-01-06,19:00:00,중부,5.0806170999999996
2023-01-06,20:00:00,중부,5.0300427
2023-01-06,21:00:00,중부,5.184956
2023-01-06,22:00:00,중부,5.3124145
2023-01-06,23:00:00,중부,5.1472501
2023-01-07,00:00:00,중부,5.3872079
2023-01-06,01:00:00,남부,446.48207229999997
2023-01-06,02:00:00,남부,446.6210272
2023-01-06,03:00:00,남부,446.69615519999996
2023-01-06,04:00:00,남부,446.7000402
2023-01-06,05:00:00,남부,446.8687076
2023-01-06,06:00:00,남부,447.77858180000004
2023-01-06,07:00:00,남부,464.56447340000005
2023-01-06,08:00:00,남부,485.7216152
2023-01-06,09:00:00,남부,486.58181189999993
2023-01-06,10:00:00,남부,488.4942146
2023-01-06,11:00:00,남부,456.12320170000004
2023-01-06,12:00:00,남부,452.81519330000003
2023-01-06,13:00:00,남부,453.2787711
2023-01-06,14:00:00,남부,452.59394899999995
2023-01-06,15:00:00,남부,452.2225977
2023-01-06,16:00:00,남부,465.58024379999995
2023-01-06,17:00:00,남부,491.29451529999994
2023-01-06,18:00:00,남부,492.63710149999997
2023-01-06,19:00:00,남부,513.2518688
2023-01-06,20:00:00,남부,524.3026574
2023-01-06,21:00:00,남부,524.1792595
2023-01-06,22:00:00,남부,523.9093417
2023-01-06,23:00:00,남부,524.1865825
2023-01-07,00:00:00,남부,523.9103686999999
2023-01-07,01:00:00,동부,382.8922366
2023-01-07,02:00:00,동부,383.3520775
2023-01-07,03:00:00,동부,378.5870806
2023-01-07,04:00:00,동부,376.3595668
2023-01-07,05:00:00,동부,378.98995759999997
2023-01-07,06:00:00,동부,372.6201845
2023-01-07,07:00:00,동부,377.5011419
2023-01-07,08:00:00,동부,383.9843506
2023-01-07,09:00:00,동부,408.02849660000004
2023-01-07,10:00:00,동부,412.10600619999997
2023-01-07,11:00:00,동부,392.87142389999997
2023-01-07,12:00:00,동부,386.7582684
2023-01-07,13:00:00,동부,402.60917159999997
2023-01-07,14:00:00,동부,398.77314820000004
2023-01-07,15:00:00,동부,396.3185121
2023-01-07,16:00:00,동부,391.5268357
2023-01-07,17:00:00,동부,438.5182936
2023-01-07,18:00:00,동부,490.23736310000004
2023-01-07,19:00:00,동부,506.34623849999997
2023-01-07,20:00:00,동부,532.5475769
2023-01-07,21:00:00,동부,523.5674154999999
2023-01-07,22:00:00,동부,509.6537805
2023-01-07,23:00:00,동부,495.6858472
2023-01-08,00:00:00,동부,495.0361111
2023-01-07,01:00:00,수도권,48.6839072
2023-01-07,02:00:00,수도권,48.8468351
2023-01-07,03:00:00,수도권,49.0137105
2023-01-07,04:00:00,수도권,49.110433
2023-01-07,05:00:00,수도권,49.1278438
2023-01-07,06:00:00,수도권,49.167838599999996
2023-01-07,07:00:00,수도권,49.2585117
2023-01-07,08:00:00,수도권,49.4694843
2023-01-07,09:00:00,수도권,49.6203373
2023-01-07,10:00:00,수도권,49.6861241
2023-01-07,11:00:00,수도권,49.5265618
2023-01-07,12:00:00,수도권,49.6423169
2023-01-07,13:00:00,수도권,49.6161374
2023-01-07,14:00:00,수도권,51.93260790000001
